Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
21182	chr12	8664011	8669011	+	chr12:8664011	chr12:8664011-8669011	ENSG00000255829	lncRNA	AC092490.2
21183	chr12	8681600	8783095	+	chr12:8681600	chr12:8681600-8783095	ENSG00000166532	protein_coding	RIMKLB
21184	chr12	8776219	8830947	-	chr12:8830947	chr12:8776219-8830947	ENSG00000256661	lncRNA	A2ML1-AS1
21185	chr12	8788253	8795789	+	chr12:8788253	chr12:8788253-8795789	ENSG00000249790	lncRNA	AC092490.1
21186	chr12	8819816	8820713	-	chr12:8820713	chr12:8819816-8820713	ENSG00000256904	lncRNA	A2ML1-AS2
21187	chr12	8822621	8887001	+	chr12:8822621	chr12:8822621-8887001	ENSG00000166535	protein_coding	A2ML1
21188	chr12	8858143	8915276	-	chr12:8915276	chr12:8858143-8915276	ENSG00000282022	lncRNA	AC006581.2
21189	chr12	8913896	8941467	+	chr12:8913896	chr12:8913896-8941467	ENSG00000111752	protein_coding	PHC1
21190	chr12	8940361	8949761	-	chr12:8949761	chr12:8940361-8949761	ENSG00000003056	protein_coding	M6PR
21191	chr12	8950044	9010760	+	chr12:8950044	chr12:8950044-9010760	ENSG00000139187	protein_coding	KLRG1
21192	chr12	8987175	8996566	-	chr12:8996566	chr12:8987175-8996566	ENSG00000257105	lncRNA	AC006581.1
21193	chr12	9055586	9065070	-	chr12:9065070	chr12:9055586-9065070	ENSG00000214851	lncRNA	LINC00612
21194	chr12	9065163	9068689	+	chr12:9065163	chr12:9065163-9068689	ENSG00000245105	lncRNA	A2M-AS1
21195	chr12	9067664	9116229	-	chr12:9116229	chr12:9067664-9116229	ENSG00000175899	protein_coding	A2M
21196	chr12	9148840	9208395	-	chr12:9208395	chr12:9148840-9208395	ENSG00000126838	protein_coding	PZP
21197	chr12	9240003	9257960	+	chr12:9240003	chr12:9240003-9257960	ENSG00000237248	lncRNA	LINC00987
21198	chr12	9240406	9261050	+	chr12:9240406	chr12:9240406-9261050	ENSG00000256427	lncRNA	AC010175.1
21199	chr12	9347028	9350947	+	chr12:9347028	chr12:9347028-9350947	ENSG00000286911	lncRNA	AC009533.3
21200	chr12	9347056	9400387	+	chr12:9347056	chr12:9347056-9400387	ENSG00000260423	lncRNA	LINC02367
21201	chr12	9348030	9349268	+	chr12:9348030	chr12:9348030-9349268	ENSG00000287577	lncRNA	AC009533.4
21202	chr12	9448295	9658392	+	chr12:9448295	chr12:9448295-9658392	ENSG00000284634	lncRNA	AC092821.3
21203	chr12	9594551	9607916	-	chr12:9607916	chr12:9594551-9607916	ENSG00000111796	protein_coding	KLRB1
21204	chr12	9647014	9648084	-	chr12:9648084	chr12:9647014-9648084	ENSG00000256442	lncRNA	AC010186.1
21205	chr12	9658567	9662085	+	chr12:9658567	chr12:9658567-9662085	ENSG00000257027	lncRNA	AC010186.3
21206	chr12	9664969	9699553	+	chr12:9664969	chr12:9664969-9699553	ENSG00000069493	protein_coding	CLEC2D
21207	chr12	9704077	9709350	+	chr12:9704077	chr12:9704077-9709350	ENSG00000256582	lncRNA	LINC02390
21208	chr12	9715860	9733299	-	chr12:9733299	chr12:9715860-9733299	ENSG00000184293	protein_coding	CLECL1
21209	chr12	9752486	9760901	-	chr12:9760901	chr12:9752486-9760901	ENSG00000110848	protein_coding	CD69
21210	chr12	9827481	9845007	+	chr12:9827481	chr12:9827481-9845007	ENSG00000150045	protein_coding	KLRF1
21211	chr12	9852984	9870136	-	chr12:9870136	chr12:9852984-9870136	ENSG00000110852	protein_coding	CLEC2B
21212	chr12	9867027	9869808	+	chr12:9867027	chr12:9867027-9869808	ENSG00000255882	lncRNA	AC091814.1
21213	chr12	9881489	9895833	+	chr12:9881489	chr12:9881489-9895833	ENSG00000256797	protein_coding	KLRF2
21214	chr12	9898673	9932370	-	chr12:9932370	chr12:9898673-9932370	ENSG00000188393	protein_coding	CLEC2A
21215	chr12	9936504	9943495	-	chr12:9943495	chr12:9936504-9943495	ENSG00000225231	lncRNA	LINC02470
21216	chr12	9948137	9953336	-	chr12:9953336	chr12:9948137-9953336	ENSG00000231560	lncRNA	CLEC12A-AS1
21217	chr12	9951316	9995694	+	chr12:9951316	chr12:9951316-9995694	ENSG00000172322	protein_coding	CLEC12A
21218	chr12	9985642	10013424	-	chr12:10013424	chr12:9985642-10013424	ENSG00000165682	protein_coding	CLEC1B
21219	chr12	10010627	10018796	+	chr12:10010627	chr12:10010627-10018796	ENSG00000256660	protein_coding	CLEC12B
21220	chr12	10015240	10030606	-	chr12:10030606	chr12:10015240-10030606	ENSG00000256803	lncRNA	AC024224.2
21221	chr12	10030678	10066031	+	chr12:10030678	chr12:10030678-10066031	ENSG00000197992	protein_coding	CLEC9A
21222	chr12	10069554	10111627	-	chr12:10111627	chr12:10069554-10111627	ENSG00000150048	protein_coding	CLEC1A
21223	chr12	10116777	10130258	-	chr12:10130258	chr12:10116777-10130258	ENSG00000172243	protein_coding	CLEC7A
21224	chr12	10158301	10172138	-	chr12:10172138	chr12:10158301-10172138	ENSG00000173391	protein_coding	OLR1
21225	chr12	10170542	10191801	+	chr12:10170542	chr12:10170542-10191801	ENSG00000165685	protein_coding	TMEM52B
21226	chr12	10212458	10223128	+	chr12:10212458	chr12:10212458-10223128	ENSG00000139112	protein_coding	GABARAPL1
21227	chr12	10214161	10214761	-	chr12:10214761	chr12:10214161-10214761	ENSG00000255958	lncRNA	AC115676.1
21228	chr12	10226058	10329608	+	chr12:10226058	chr12:10226058-10329608	ENSG00000134539	protein_coding	KLRD1
21229	chr12	10332861	10338292	-	chr12:10338292	chr12:10332861-10338292	ENSG00000256288	lncRNA	LINC02617
21230	chr12	10358464	10361045	-	chr12:10361045	chr12:10358464-10361045	ENSG00000256155	lncRNA	LINC02598
21231	chr12	10363638	10398506	+	chr12:10363638	chr12:10363638-10398506	ENSG00000245648	lncRNA	AC022075.1
21232	chr12	10372353	10391874	-	chr12:10391874	chr12:10372353-10391874	ENSG00000213809	protein_coding	KLRK1
21233	chr12	10407382	10409757	-	chr12:10409757	chr12:10407382-10409757	ENSG00000183542	protein_coding	KLRC4
21234	chr12	10412312	10420595	-	chr12:10420595	chr12:10412312-10420595	ENSG00000205810	protein_coding	KLRC3
21235	chr12	10426854	10442300	-	chr12:10442300	chr12:10426854-10442300	ENSG00000205809	protein_coding	KLRC2
21236	chr12	10442264	10454685	-	chr12:10454685	chr12:10442264-10454685	ENSG00000134545	protein_coding	KLRC1
21237	chr12	10505602	10523135	+	chr12:10505602	chr12:10505602-10523135	ENSG00000180574	protein_coding	EIF2S3B
21238	chr12	10553362	10572688	+	chr12:10553362	chr12:10553362-10572688	ENSG00000256039	lncRNA	LINC02446
21239	chr12	10604193	10613609	-	chr12:10613609	chr12:10604193-10613609	ENSG00000111196	protein_coding	MAGOHB
21240	chr12	10618923	10674318	-	chr12:10674318	chr12:10618923-10674318	ENSG00000060140	protein_coding	STYK1
21241	chr12	10699089	10723323	-	chr12:10723323	chr12:10699089-10723323	ENSG00000060138	protein_coding	YBX3
21242	chr12	10750188	10777446	+	chr12:10750188	chr12:10750188-10777446	ENSG00000256888	lncRNA	LINC02366
21243	chr12	10801532	10802627	-	chr12:10802627	chr12:10801532-10802627	ENSG00000121377	protein_coding	TAS2R7
21244	chr12	10806051	10807293	-	chr12:10807293	chr12:10806051-10807293	ENSG00000121314	protein_coding	TAS2R8
21245	chr12	10809094	10810168	-	chr12:10810168	chr12:10809094-10810168	ENSG00000121381	protein_coding	TAS2R9
21246	chr12	10824960	11171608	-	chr12:11171608	chr12:10824960-11171608	ENSG00000231887	protein_coding	PRH1
21247	chr12	10825317	10826358	-	chr12:10826358	chr12:10825317-10826358	ENSG00000121318	protein_coding	TAS2R10
21248	chr12	10845849	10849475	-	chr12:10849475	chr12:10845849-10849475	ENSG00000111215	protein_coding	PRR4
21249	chr12	10907926	10909562	-	chr12:10909562	chr12:10907926-10909562	ENSG00000212128	protein_coding	TAS2R13
21250	chr12	10929236	10934845	+	chr12:10929236	chr12:10929236-10934845	ENSG00000134551	protein_coding	PRH2
21251	chr12	10937406	11171573	-	chr12:11171573	chr12:10937406-11171573	ENSG00000212127	protein_coding	TAS2R14
21252	chr12	10985913	10986912	-	chr12:10986912	chr12:10985913-10986912	ENSG00000212126	protein_coding	TAS2R50
21253	chr12	10996495	10997875	-	chr12:10997875	chr12:10996495-10997875	ENSG00000255837	protein_coding	TAS2R20
21254	chr12	11021619	11022620	-	chr12:11022620	chr12:11021619-11022620	ENSG00000212124	protein_coding	TAS2R19
21255	chr12	11030387	11031407	-	chr12:11031407	chr12:11030387-11031407	ENSG00000256436	protein_coding	TAS2R31
21256	chr12	11061365	11062294	-	chr12:11062294	chr12:11061365-11062294	ENSG00000226761	protein_coding	TAS2R46
21257	chr12	11091287	11092313	-	chr12:11092313	chr12:11091287-11092313	ENSG00000255374	protein_coding	TAS2R43
21258	chr12	11132958	11134644	-	chr12:11134644	chr12:11132958-11134644	ENSG00000256188	protein_coding	TAS2R30
21259	chr12	11166090	11171353	-	chr12:11171353	chr12:11166090-11171353	ENSG00000256712	lncRNA	AC134349.1
21260	chr12	11171194	11176016	+	chr12:11171194	chr12:11171194-11176016	ENSG00000256537	protein_coding	SMIM10L1
21261	chr12	11185993	11186937	-	chr12:11186937	chr12:11185993-11186937	ENSG00000186136	protein_coding	TAS2R42
21262	chr12	11212219	11251389	+	chr12:11212219	chr12:11212219-11251389	ENSG00000275119	lncRNA	AC244131.2
21263	chr12	11265924	11269805	-	chr12:11269805	chr12:11265924-11269805	ENSG00000197870	protein_coding	PRB3
21264	chr12	11307083	11310435	-	chr12:11310435	chr12:11307083-11310435	ENSG00000230657	protein_coding	PRB4
21265	chr12	11351823	11395566	-	chr12:11395566	chr12:11351823-11395566	ENSG00000251655	protein_coding	PRB1
21266	chr12	11391540	11501041	-	chr12:11501041	chr12:11391540-11501041	ENSG00000121335	protein_coding	PRB2
21267	chr12	11399381	11486708	-	chr12:11486708	chr12:11399381-11486708	ENSG00000255790	lncRNA	AC078950.1
21268	chr12	11541395	11555838	-	chr12:11555838	chr12:11541395-11555838	ENSG00000256237	lncRNA	AC007450.1
21269	chr12	11548030	11590369	+	chr12:11548030	chr12:11548030-11590369	ENSG00000247157	lncRNA	LINC01252
21270	chr12	11649854	11895402	+	chr12:11649854	chr12:11649854-11895402	ENSG00000139083	protein_coding	ETV6
21271	chr12	12049844	12211084	+	chr12:12049844	chr12:12049844-12211084	ENSG00000121380	protein_coding	BCL2L14
21272	chr12	12116025	12267044	-	chr12:12267044	chr12:12116025-12267044	ENSG00000070018	protein_coding	LRP6
21273	chr12	12326056	12350242	-	chr12:12350242	chr12:12326056-12350242	ENSG00000111261	protein_coding	MANSC1
21274	chr12	12355406	12357067	-	chr12:12357067	chr12:12355406-12357067	ENSG00000205791	lncRNA	LOH12CR2
21275	chr12	12357078	12471233	+	chr12:12357078	chr12:12357078-12471233	ENSG00000165714	protein_coding	BORCS5
21276	chr12	12473282	12562863	-	chr12:12562863	chr12:12473282-12562863	ENSG00000111266	protein_coding	DUSP16
21277	chr12	12485353	12491581	+	chr12:12485353	chr12:12485353-12491581	ENSG00000255670	lncRNA	AC007619.1
21278	chr12	12611827	12645108	+	chr12:12611827	chr12:12611827-12645108	ENSG00000111269	protein_coding	CREBL2
21279	chr12	12648939	12649713	+	chr12:12648939	chr12:12648939-12649713	ENSG00000275963	lncRNA	AC008115.4
21280	chr12	12660890	12696207	-	chr12:12696207	chr12:12660890-12696207	ENSG00000183150	protein_coding	GPR19
21281	chr12	12668982	12685075	+	chr12:12668982	chr12:12668982-12685075	ENSG00000257004	lncRNA	AC008115.2
21282	chr12	12715058	12722369	+	chr12:12715058	chr12:12715058-12722369	ENSG00000111276	protein_coding	CDKN1B
21283	chr12	12718973	12719521	+	chr12:12718973	chr12:12718973-12719521	ENSG00000275560	lncRNA	AC008115.3
21284	chr12	12723297	12724011	-	chr12:12724011	chr12:12723297-12724011	ENSG00000256658	lncRNA	AC008115.1
21285	chr12	12725917	12829975	+	chr12:12725917	chr12:12725917-12829975	ENSG00000178878	protein_coding	APOLD1
21286	chr12	12813316	12829981	+	chr12:12813316	chr12:12813316-12829981	ENSG00000213782	protein_coding	DDX47
21287	chr12	12890782	12917937	+	chr12:12890782	chr12:12890782-12917937	ENSG00000013588	protein_coding	GPRC5A
21288	chr12	12927726	12984645	+	chr12:12927726	chr12:12927726-12984645	ENSG00000247498	lncRNA	GPRC5D-AS1
21289	chr12	12940775	12952147	-	chr12:12952147	chr12:12940775-12952147	ENSG00000111291	protein_coding	GPRC5D
21290	chr12	12962300	12963539	+	chr12:12962300	chr12:12962300-12963539	ENSG00000256011	lncRNA	AC007688.3
21291	chr12	12974870	13000265	-	chr12:13000265	chr12:12974870-13000265	ENSG00000013583	protein_coding	HEBP1
21292	chr12	13000451	13040679	+	chr12:13000451	chr12:13000451-13040679	ENSG00000255621	lncRNA	AC023790.2
21293	chr12	13044381	13142521	+	chr12:13044381	chr12:13044381-13142521	ENSG00000084444	protein_coding	FAM234B
21294	chr12	13083532	13103683	-	chr12:13103683	chr12:13083532-13103683	ENSG00000111305	protein_coding	GSG1
21295	chr12	13196723	13219941	+	chr12:13196723	chr12:13196723-13219941	ENSG00000134531	protein_coding	EMP1
21296	chr12	13238582	13278376	-	chr12:13278376	chr12:13238582-13278376	ENSG00000286869	lncRNA	AC022276.1
21297	chr12	13371089	13387167	-	chr12:13387167	chr12:13371089-13387167	ENSG00000180861	lncRNA	LINC01559
21298	chr12	13437942	13981957	-	chr12:13981957	chr12:13437942-13981957	ENSG00000273079	protein_coding	GRIN2B
21299	chr12	13526854	13547582	+	chr12:13526854	chr12:13526854-13547582	ENSG00000256306	lncRNA	AC007527.1
21300	chr12	13540231	13544540	+	chr12:13540231	chr12:13540231-13544540	ENSG00000277935	lncRNA	AC007527.2
21301	chr12	13582031	13620077	+	chr12:13582031	chr12:13582031-13620077	ENSG00000287928	lncRNA	AC007535.1
21302	chr12	14216590	14221297	+	chr12:14216590	chr12:14216590-14221297	ENSG00000256084	lncRNA	AC092112.1
21303	chr12	14365632	14502935	+	chr12:14365632	chr12:14365632-14502935	ENSG00000171681	protein_coding	ATF7IP
21304	chr12	14503661	14567883	-	chr12:14567883	chr12:14503661-14567883	ENSG00000121316	protein_coding	PLBD1
21305	chr12	14530124	14543575	+	chr12:14530124	chr12:14530124-14543575	ENSG00000255649	lncRNA	AC008114.1
21306	chr12	14567393	14624191	+	chr12:14567393	chr12:14567393-14624191	ENSG00000256751	lncRNA	PLBD1-AS1
21307	chr12	14612632	14696599	-	chr12:14696599	chr12:14612632-14696599	ENSG00000070019	protein_coding	GUCY2C
21308	chr12	14665655	14757963	+	chr12:14665655	chr12:14665655-14757963	ENSG00000214772	lncRNA	AC010168.1
21309	chr12	14762504	14767931	-	chr12:14767931	chr12:14762504-14767931	ENSG00000261324	lncRNA	AC010168.2
21310	chr12	14767999	14771131	-	chr12:14771131	chr12:14767999-14771131	ENSG00000197837	protein_coding	HIST4H4
21311	chr12	14774383	14778002	+	chr12:14774383	chr12:14774383-14778002	ENSG00000246705	protein_coding	H2AFJ
21312	chr12	14784582	14803486	-	chr12:14803486	chr12:14784582-14803486	ENSG00000084463	protein_coding	WBP11
21313	chr12	14803666	14906586	+	chr12:14803666	chr12:14803666-14906586	ENSG00000182993	protein_coding	C12orf60
21314	chr12	14804650	14814182	-	chr12:14814182	chr12:14804650-14814182	ENSG00000179256	protein_coding	SMCO3
21315	chr12	14805108	14808177	+	chr12:14805108	chr12:14805108-14808177	ENSG00000286107	lncRNA	AC007655.2
21316	chr12	14825569	14843526	-	chr12:14843526	chr12:14825569-14843526	ENSG00000111339	protein_coding	ART4
21317	chr12	14841092	14844708	+	chr12:14841092	chr12:14841092-14844708	ENSG00000256339	lncRNA	AC007655.1
21318	chr12	14880864	14885857	-	chr12:14885857	chr12:14880864-14885857	ENSG00000111341	protein_coding	MGP
21319	chr12	14914039	14938537	-	chr12:14938537	chr12:14914039-14938537	ENSG00000139055	protein_coding	ERP27
21320	chr12	14942031	14961728	-	chr12:14961728	chr12:14942031-14961728	ENSG00000111348	protein_coding	ARHGDIB
21321	chr12	14973042	14981865	+	chr12:14973042	chr12:14973042-14981865	ENSG00000139053	protein_coding	PDE6H
21322	chr12	15001787	15006999	+	chr12:15001787	chr12:15001787-15006999	ENSG00000255727	lncRNA	LINC01489
21323	chr12	15107783	15348675	-	chr12:15348675	chr12:15107783-15348675	ENSG00000134533	protein_coding	RERG
21324	chr12	15112363	15114698	-	chr12:15114698	chr12:15112363-15114698	ENSG00000256650	lncRNA	RERG-IT1
21325	chr12	15151923	15155283	+	chr12:15151923	chr12:15151923-15155283	ENSG00000255660	lncRNA	RERG-AS1
21326	chr12	15322508	15598331	+	chr12:15322508	chr12:15322508-15598331	ENSG00000151490	protein_coding	PTPRO
21327	chr12	15620134	15882329	-	chr12:15882329	chr12:15620134-15882329	ENSG00000151491	protein_coding	EPS8
21328	chr12	15780068	15782120	+	chr12:15780068	chr12:15780068-15782120	ENSG00000255565	lncRNA	AC073651.1
21329	chr12	15882387	15903478	+	chr12:15882387	chr12:15882387-15903478	ENSG00000023734	protein_coding	STRAP
21330	chr12	15911302	16037381	+	chr12:15911302	chr12:15911302-16037381	ENSG00000023697	protein_coding	DERA
21331	chr12	16188485	16277685	-	chr12:16277685	chr12:16188485-16277685	ENSG00000188991	protein_coding	SLC15A5
21332	chr12	16347142	16609259	+	chr12:16347142	chr12:16347142-16609259	ENSG00000008394	protein_coding	MGST1
21333	chr12	16420653	16447217	+	chr12:16420653	chr12:16420653-16447217	ENSG00000286303	lncRNA	AC007528.1
21334	chr12	16548372	16610594	-	chr12:16610594	chr12:16548372-16610594	ENSG00000048540	protein_coding	LMO3
21335	chr12	16567411	16573940	+	chr12:16567411	chr12:16567411-16573940	ENSG00000256564	lncRNA	AC007552.2
21336	chr12	16661766	16788375	+	chr12:16661766	chr12:16661766-16788375	ENSG00000283240	lncRNA	AC007529.2
21337	chr12	16693800	16695977	+	chr12:16693800	chr12:16693800-16695977	ENSG00000255871	lncRNA	AC007529.1
21338	chr12	17066368	17075631	+	chr12:17066368	chr12:17066368-17075631	ENSG00000287455	lncRNA	AC092793.1
21339	chr12	17083531	17167790	-	chr12:17167790	chr12:17083531-17167790	ENSG00000285724	lncRNA	AC092110.1
21340	chr12	17479446	17709867	+	chr12:17479446	chr12:17479446-17709867	ENSG00000256389	lncRNA	AC048352.1
21341	chr12	17509353	17590049	-	chr12:17590049	chr12:17509353-17590049	ENSG00000256994	lncRNA	LINC02378
21342	chr12	18080869	18320107	-	chr12:18320107	chr12:18080869-18320107	ENSG00000111404	protein_coding	RERGL
21343	chr12	18247614	18648416	+	chr12:18247614	chr12:18247614-18648416	ENSG00000139144	protein_coding	PIK3C2G
21344	chr12	18683169	18738100	-	chr12:18738100	chr12:18683169-18738100	ENSG00000139151	protein_coding	PLCZ1
21345	chr12	18714795	18737878	+	chr12:18714795	chr12:18714795-18737878	ENSG00000255648	lncRNA	AC087242.1
21346	chr12	18738119	18739188	+	chr12:18738119	chr12:18738119-18739188	ENSG00000177938	protein_coding	CAPZA3
21347	chr12	19129752	19376400	+	chr12:19129752	chr12:19129752-19376400	ENSG00000052126	protein_coding	PLEKHA5
21348	chr12	19147074	19154659	+	chr12:19147074	chr12:19147074-19154659	ENSG00000253284	lncRNA	AC092828.1
21349	chr12	19404045	19720801	+	chr12:19404045	chr12:19404045-19720801	ENSG00000139154	protein_coding	AEBP2
21350	chr12	19582317	19583274	+	chr12:19582317	chr12:19582317-19583274	ENSG00000287074	lncRNA	AC137561.1
21351	chr12	19775451	20012261	+	chr12:19775451	chr12:19775451-20012261	ENSG00000255910	lncRNA	AC024901.1
21352	chr12	20014780	20098868	+	chr12:20014780	chr12:20014780-20098868	ENSG00000256287	lncRNA	LINC02398
21353	chr12	20104590	20109893	-	chr12:20109893	chr12:20104590-20109893	ENSG00000287075	lncRNA	AC126468.1
21354	chr12	20120980	20136163	-	chr12:20136163	chr12:20120980-20136163	ENSG00000256499	lncRNA	LINC02468
21355	chr12	20361732	20370262	-	chr12:20370262	chr12:20361732-20370262	ENSG00000256879	lncRNA	AC129102.1
21356	chr12	20369245	20684381	+	chr12:20369245	chr12:20369245-20684381	ENSG00000172572	protein_coding	PDE3A
21357	chr12	20695355	20753386	+	chr12:20695355	chr12:20695355-20753386	ENSG00000139155	protein_coding	SLCO1C1
21358	chr12	20810702	20916911	+	chr12:20810702	chr12:20810702-20916911	ENSG00000111700	protein_coding	SLCO1B3
21359	chr12	20962768	21092745	+	chr12:20962768	chr12:20962768-21092745	ENSG00000205754	protein_coding	SLCO1B7
21360	chr12	21131194	21239796	+	chr12:21131194	chr12:21131194-21239796	ENSG00000134538	protein_coding	SLCO1B1
21361	chr12	21264600	21419594	-	chr12:21419594	chr12:21264600-21419594	ENSG00000084453	protein_coding	SLCO1A2
21362	chr12	21354959	21379980	+	chr12:21354959	chr12:21354959-21379980	ENSG00000121351	protein_coding	IAPP
21363	chr12	21437615	21471250	+	chr12:21437615	chr12:21437615-21471250	ENSG00000121350	protein_coding	PYROXD1
21364	chr12	21468910	21501669	-	chr12:21501669	chr12:21468910-21501669	ENSG00000004700	protein_coding	RECQL
21365	chr12	21501781	21518408	+	chr12:21501781	chr12:21501781-21518408	ENSG00000111711	protein_coding	GOLT1B
21366	chr12	21526296	21541249	+	chr12:21526296	chr12:21526296-21541249	ENSG00000134548	protein_coding	SPX
21367	chr12	21536107	21604847	-	chr12:21604847	chr12:21536107-21604847	ENSG00000111713	protein_coding	GYS2
21368	chr12	21635342	21757857	-	chr12:21757857	chr12:21635342-21757857	ENSG00000111716	protein_coding	LDHB
21369	chr12	21662313	21760032	+	chr12:21662313	chr12:21662313-21760032	ENSG00000256615	lncRNA	AC010197.1
21370	chr12	21759980	21766705	+	chr12:21759980	chr12:21759980-21766705	ENSG00000255644	lncRNA	AC010185.1
21371	chr12	21764955	21775600	-	chr12:21775600	chr12:21764955-21775600	ENSG00000121361	protein_coding	KCNJ8
21372	chr12	21797401	21942529	-	chr12:21942529	chr12:21797401-21942529	ENSG00000069431	protein_coding	ABCC9
21373	chr12	21827210	21887957	+	chr12:21827210	chr12:21827210-21887957	ENSG00000257022	lncRNA	AC008250.1
21374	chr12	21828360	21828564	-	chr12:21828564	chr12:21828360-21828564	ENSG00000275567	lncRNA	AC008250.2
